positiveRatio,price,storeName,title
94%,¥123.00,维肯Viken自营旗舰店,维肯 苹果快充PD套装充电器18W数据线充电线适用iphone11ProMax/8/X/XR/XS 【18W快充头】送PD快充线【18W快充头】送PD快充线
98%,¥28.00,倍思（Baseus）自营旗舰店,倍思（Baseus）苹果数据线2A快充手机充电线USB转电源数据线 适用于iPhoneX/8/5s/6s/7plus 1.2M 黑色
94%,¥29.00,酷蛙旗舰店,酷蛙（QOOWA） 苹果耳机转接头iphone手机转接线Lightning转3.5mm音频转换器 音乐版-支持听歌/视频音乐版-支持听歌/视频
97%,¥9.90,品胜自营旗舰店,品胜（PISEN）苹果4s数据线 0.8米 苹果iphone4/ipad1/2/3/touch4手机充电器线标准版 0.8米
97%,¥13.90,Smorss自营旗舰店,Smorss 【3片装】苹果8/7/6/6s钢化膜 iphone8/7/6s/6钢化玻璃膜 非全屏覆盖高清防爆手机贴膜苹果8/7/6s/6通用
99%,¥22.90,公牛赞牛专卖店,公牛港版转换插头 英标中国香港苹果iPhoneXs/8手机充电转换插头转换器 戴森电器电源插座转接头 无USB港版转换插头GN-L01CE无USB港版转换插头GN-L01CE
98%,¥48.80,ESR自营旗舰店,亿色(ESR)  iphone xs max手机壳苹果xs max手机保护套 超薄透明防摔玻璃镜面抖音同款男女款  琉璃-剔透白全透明【原机玻璃&冰晶亮丽】
96%,¥7.90,蜂翼自营旗舰店,蜂翼 苹果iPhoneXS Max/XR/8/7数据线 1米白色 手机充电器线电源线 支持iPhoneX/8/6S/7P/SE/ipad air mini经典款1米
98%,¥28.00,馨盈数码专营店,德甲士擦苹果手机iPhone屏幕清洗液听筒喇叭孔扬声器话筒充电口缝隙灰尘清理工具笔记本电脑清洁剂套装 五件套五件套
98%,¥48.80,ESR自营旗舰店,亿色（ESR） 苹果x/xs手机壳iphonex/xs手机保护套 防摔超薄透明玻璃镜面潮牌 抖音同款男女款 琉璃-剔透白
98%,¥24.90,倍思（Baseus）自营旗舰店,倍思(Baseus)苹果数据线 手机快充充电器线 适用iphoneX/5/6s/8/7/6Plus/iPad pro/usb电源冲电线 1米 黑色
97%,¥130.00,大商无算数码专营店,Apple苹果数据线原装正品充电线手机充电器线iphone11/XR/X/6s/8plus/ipad 闪电转USB连接线Lightning原装数据线1米闪电转USB连接线Lightning原装数据线1米
96%,¥69.00,倍思（Baseus）自营旗舰店,倍思 苹果快充充电器usb-c转Lightning数据线 PD闪充 iphonexsmax/XR macbook笔记本18W充电器套装 1M 白
96%,¥19.00,梵帝西诺（VDSN）自营旗舰店,【两件装】梵帝西诺 Type-C苹果转接头 Type-C转Lightning苹果充电数据线 支持iphoneX/XS Max/XR/8/7/6Plus
98%,¥13.80,月月果旗舰店,现货秒发 【第2件6.8元，2件共发带箱10斤】 红富士苹果生鲜水果5斤整箱新鲜脆甜冰糖心苹果 5斤装(净重5斤)
98%,¥11.80,纽曼手机配件自营旗舰店,纽曼(Newmine)苹果/Type-c/安卓USB-C一拖三数据线三合一充电线 适用iPhoneX/XS Max/XR/小米华为p30 金色3合1 金色
95%,¥35.00,YOMO自营旗舰店,【2片装-全屏覆盖】YOMO iphone苹果XsMax钢化膜/苹果11ProMax钢化膜 全屏覆盖无白边高清玻璃手机保护膜黑色无白边全覆盖玻璃膜-黑色
97%,¥19.90,喜达乐旗舰店,喜达乐 苹果数据线iPhone6s/7plus/8/X xs Max11快充Type-c手机充电线 【苹果-牛仔蓝】【1米】【提速快充】【苹果-牛仔蓝】【1米】【提速快充】
98%,¥39.00,倍思（Baseus）自营旗舰店,倍思 苹果耳机转接头 iphoneXs MAX/7/8plus/苹果Xr转接线四合一充电听歌通话转换器双苹果口分线吃鸡神器 金
96%,¥49.00,数锐自营旗舰店,数锐苹果数据线充电器线手机快充线USB电源线适用iPhone11Pro/Max/XSR/6/7/8P 苹果一米线苹果一米线
95%,¥26.80,中国特产·庄河馆,【庄河馆】发顺丰 辽宁鞍山特产南果梨南国梨金南果 香水梨新鲜水果秋梨子非酥梨风水梨苹果 5斤普果30枚家庭装5斤普果30枚家庭装
98%,¥39.00,ESCASE自营旗舰店,ESCASE 苹果7/8plus手机壳iphone8 plus/iphone7plus手机壳全包防摔双料抗摔抗黄变德国进口拜耳TPU 高透【真360°防摔】高透款-德国进口
98%,¥19.90,朗客自营旗舰店,【3片装】朗客 iPhone8plus/7Plus/6sPlus/6 Plus钢化膜 苹果8P/7P/6sP/6P手机膜高清手机贴膜【赠贴膜神器】【一体全玻璃】高透+神器
96%,¥3.60,鸿伟科数码专营店,鸿伟科 手机挂绳金属指环扣/手机壳U盘功能挂绳适用于苹果iPhone/华为/小米/OPPOvivo 新款指环挂绳-黑色新款指环挂绳-黑色
99%,¥28.00,倍思（Baseus）自营旗舰店,倍思（Baseus）苹果数据线弯头快充王者手机游戏L型苹果充电线USB线适用于iPhoneX/10/8/6s/7Plus 2米 红色
99%,¥15.90,英特曼（ETMAN）自营旗舰店,英特曼（Etman）国标转英标旅行港版插座苹果iphoneX/8手机ipad港行充电中国香港转换插头
89%,¥9.90,忆音旗舰店,忆音 苹果数据线iphone11XsMaxXR876splus手机快充充电器线USB 苹果 【1米】
98%,¥25.80,倍思（Baseus）自营旗舰店,倍思(Baseus)苹果7/8Plus手机壳iPhone7/8plus手机防摔保护套手机套经典款男女超薄软壳简系列5.5英寸 透明【真9D升级防摔】透明
95%,¥39.00,慧多多自营旗舰店,慧多多苹果耳机转接头iPhone11ProMax/XS/XR/8/7Plus手机二合一音频转换器分线 通话充电听歌【双Lightning接口】转接线通话充电听歌【双Lightning接口】转接线
97%,¥6.90,捷信传奇数码专营店,启瑟 苹果按键贴6s/7/8指纹识别解锁贴膜iphone6/7plus手机home键贴 指纹识别HOME键贴*炫酷黑【2片装】指纹识别HOME键贴*炫酷黑【2片装】
98%,¥9.90,飞毛腿自营旗舰店,飞毛腿iPhone 手机拆机维修工具组合（6件套）螺丝刀等大号套装
99%,¥32.00,倍思（Baseus）自营旗舰店,倍思（Baseus）苹果数据线手机充电线usb快充线 适用苹果iPhoneX/6s/7plus/8充电线5SE/ipad电源线 1.8M 黑色耐用苹果线【酷黑色】1.8米
96%,¥35.80,超萌旗舰店,超萌 苹果8/7/6s钢化膜iPhone8 plus全屏覆盖防窥防偷看高清抗蓝光磨砂防指纹防爆手机膜 苹果8P/7P/6P【黑色高清2片装】5.5寸通用苹果8P/7P/6P【黑色高清2片装】5.5寸通用
98%,¥69.90,倍思（Baseus）自营旗舰店,倍思(Baseus)iPhone11 pro无线充电器苹果10/X/8plus快充 三星note8/S7edge/S8 无线快充头充电底座通用款 黑
96%,¥159.80,图拉斯自营旗舰店,图拉斯苹果快充PD手机充电器头18W套装适用iPhone11Pro Max/iPad多口30W线充 星空黑【PD+USB双口】30W|送PD快充线星空黑【PD+USB双口】30W|送PD快充线
98%,¥14.90,悦可自营旗舰店,【3片装】悦可 苹果8/7/6s/6钢化膜 iPhone 8/7/6s/6钢化膜 高清手机玻璃膜 送贴膜神器【3片装】高清高透非全屏
98%,¥39.00,倍思（Baseus）自营旗舰店,倍思（Baseus）手机平板支架颈挂式 超轻软管懒人床头桌面支架直播自拍杆 可弯曲通用苹果iphone华为小米
97%,¥3.90,蜂翼自营旗舰店,蜂翼 安卓苹果转接头 Micro USB转Lightning充电数据线 支持iphoneXSMax/XR/X/8/7Plus/6S/ipad AIR mini 白
99%,¥29.00,倍思（Baseus）自营旗舰店,倍思（Baseus）苹果数据线2A快充手机充电线USB转电源数据线 适用于iPhoneX/8/5s/6s/7plus  1.2M 红色
91%,¥24.90,HotFire自营旗舰店,HotFire iPhone 7 Plus/8 Plus通用防窥钢化膜 苹果7p/8p通用防偷看钢化膜 高清全屏手机贴膜 5.5英寸黑色防窥钢化膜(黑色边框)
99%,¥19.90,瓦力（valea）自营旗舰店,瓦力（VALEA）iPhoneX手机壳苹果x/10编织高端保护套 全包防摔软壳5.8英寸磨砂手机套  黑编织手机壳-黑色
95%,¥84.80,ESR自营旗舰店,亿色苹果快充头PD充电器18W套装MFi认证数据线手机ipad/iphone11Pro Max/8/X/XR/XsMax闪充USB/Type-C插头-白
96%,¥54.80,凯普世自营官方旗舰店,凯普世 苹果PD快充套装 Type-C转Lightning数据线+USB-C充电器头PD18W 通用iPhone11Pro/XsMax/XR/8P手机【苹果PD闪充】18W快充套装
98%,¥23.80,磊威旗舰店,磊威 苹果8/7钢化膜适用于iPhone8/7/6s/Plus3D全覆盖高清抗蓝光手机贴膜 6P/5.5【3D全屏/抗蓝光】黑色6P/5.5【3D全屏/抗蓝光】黑色
94%,¥29.00,酷蛙旗舰店,酷蛙（QOOWA） 苹果耳机转接头iphone手机转接线Lightning转3.5mm音频转换器 音乐版-支持听歌/视频音乐版-支持听歌/视频
98%,¥13.80,月月果旗舰店,现货秒发 【第2件6.8元，2件共发带箱10斤】 红富士苹果生鲜水果5斤整箱新鲜脆甜冰糖心苹果 5斤装(净重5斤)
99%,¥36.00,炜珈清洁用品专营店,佳士杰15条擦银棒苹果iPhonex边框划痕修划痕手表首饰银饰去污清洁打磨抛光 15根
97%,¥19.90,喜达乐旗舰店,喜达乐 苹果数据线iPhone6s/7plus/8/X xs Max11快充Type-c手机充电线 【苹果-牛仔蓝】【1米】【提速快充】【苹果-牛仔蓝】【1米】【提速快充】
99%,¥22.90,倍思（Baseus）自营旗舰店,倍思 一拖三数据线三合一苹果/Type-c/安卓iPhoneXS max/XR/6splus/ipadpro华为p20小米手机充电器线1.2米 蓝
99%,¥15.00,品色手机专营店,品胜 苹果4s数据线 iphone4 ipad2 ipad3 touch4手机数据充电器线 0.8米苹果数据线 支持ios9
98%,¥13.90,悦可自营旗舰店,悦可（yueke）苹果8/7手机壳 iphone8/7保护套磨砂 全包防摔软壳-石墨黑-4.7英寸【4.7寸】磨砂TPU软壳-曜石黑
94%,¥16.80,壹农壹果旗舰店,【第2件9.9元】壹农壹果 山西红富士苹果 5斤 约70mm 新鲜水果 果美香甜
97%,¥68.00,旷世神膜旗舰店,旷世神膜苹果xr/xsmax iphoneX 8/7/6s8plus防窥钢化膜吃鸡游戏磨砂防偷看贴膜 苹果xs/x 磨砂+防窥膜苹果xs/x 磨砂+防窥膜
97%,¥9.90,YOMO自营旗舰店,【壳膜三件套】YOMO 苹果iphone7/8手机壳 钢化膜 抗蓝光防刮防爆玻璃贴膜 肤感全包边硬壳 黑色 红色【壳膜三件套】-苹果iphone 7/ 8
98%,¥65.00,大商无算数码专营店,Apple苹果耳机转接头原装U盾3.5毫米Lightning转换器线iphoneX/11ProMax 通用苹果7/8/XS/XR耳机插孔转3.5转换头
97%,¥19.80,闪魔数码专营店,闪魔 iphone7/8钢化膜 苹果7plus/8 plus磨砂防窥手机保护膜 非全屏贴膜 I7P/I8P【磨砂版】I7P/I8P【磨砂版】
99%,¥288.00,Apple产品自营旗舰店,Apple iPhone 8/7 硅胶手机壳/手机套 - 黑色
97%,¥28.80,ESR自营旗舰店,亿色(ESR) iPhone8 plus/7 plus钢化膜 苹果8Plus/7plus钢化手机膜 全屏覆盖3D高清防爆玻璃贴膜 白色[8plus/7Plus-5.5寸] 高清-白色
99%,¥139.90,图拉斯旗舰店,图拉斯18w/30W苹果PD充电器Type-C快充插头iPhone11Pro/iPad数据线闪充套装 黑色【30W单口】赠1.5米编织PD线|3A快充黑色【30W单口】赠1.5米编织PD线|3A快充
97%,¥39.90,第一卫官方旗舰店,第一卫 苹果数据线 iphonexs/5/6s/7/8plus手机快充充电器线xs max/xr/11pro【经典直头 陶瓷款】黑色 1.88米
96%,¥27.80,rurihai官方旗舰店,rurihai 苹果11镜头膜iphone11Pro/Max透明钢化保护全复盖手机后摄像头圈贴膜 苹果11 镜头膜【6.1英寸适用】送同款苹果11 镜头膜【6.1英寸适用】送同款
99%,¥59.90,楚昕数码专营店,魅戴 苹果耳机转接头转接线转换器iphoneXs XR MAX8 7plus手机听歌U盾K宝直播声卡 苹果转接头闪电转（支持原装与非原装耳机）
98%,¥19.90,蜂翼自营旗舰店,蜂翼 苹果XR手机壳 iPhoneXR保护套 硅胶气囊防摔软壳全包手机套男女款-全透明-6.1英寸扩音气囊防摔软壳【全透明】
99%,¥19.90,斯泰克（STIGER）自营旗舰店,斯泰克（stiger）手机剪卡器sim卡nano卡双刀两刀钳 通用华为小米iPhone 双刀剪卡器+还原卡套
96%,¥19.90,领臣自营旗舰店,领臣 手机指环扣 金属桌面床头懒人支架 iPhone 8 Xs Max 苹果华为安卓小米通用 可搭车载磁吸支架
96%,¥39.00,梵帝西诺（VDSN）自营旗舰店,【送钢化膜】梵帝西诺 苹果xs max手机壳 德国进口拜耳材质 iPhone xs max双料抗黄变防摔壳6.5英寸 高透【双料抗摔抗黄】气囊设计★高透
97%,¥29.90,倍思（Baseus）自营旗舰店,倍思 苹果数据线PD快充18W闪充Type-c转Lightning iPhoneXSMax/XR/8/XS/X/6s Plus/iPad pro充电器线 1米 白
96%,¥43.00,斯泰克（STIGER）自营旗舰店,斯泰克 苹果7耳机转接头 音频转换器线iPhone11/X/XS Max/XR/8/7plus充电听歌二合一转换头 Lightning转3.5mm合金升级版【3.5mm+Lightning】
97%,¥21.90,ESCASE自营旗舰店,ESCASE 【壳膜套装】苹果iPhoneXR手机壳保护套全包气囊防摔透明软壳送全屏透明钢化玻璃膜
98%,¥37.90,插画师自营旗舰店,插画师 iphone xr手机壳苹果xr手机外壳 XR保护套 防摔磨砂夜光创意潮抖音男女款 -涂鸦
97%,¥14.90,倍思（Baseus）自营旗舰店,倍思Baseus苹果数据线充电线适用苹果iphoneX/8/7/6/6s plus/5s/iPad/mini手机平板充电器线电源线1米土豪金
91%,¥35.90,源外水果旗舰店,【第二件5折+顺丰】正宗新疆阿克苏冰糖心苹果 5斤装精选中果约10-12个 生鲜红富士 新鲜水果
95%,¥1858.00,利特范旗舰店,Apple AirPods Pro苹果iPhone11/Pro/Max手机主动降噪无线蓝牙耳机2/3 官方标配【12期】官方标配【12期白条免息】
98%,¥35.00,倍思（Baseus）自营旗舰店,倍思(Baseus)苹果数据线 快充手机充电器线USB充电线 适用iPhoneX/6 s/7plus/8 SE/ipad加长电源线 3M 黑色
91%,¥29.90,美型（mking）自营旗舰店,美型（mking）苹果耳机转接头Lightning闪电转3.5毫米转换器Apple iphonexs/8/7plus苹果转3.5MM音乐听歌
94%,¥49.00,领臣自营旗舰店,领臣 苹果耳机转接头 iphone11/X/8/7充电听歌通话语音转接线四合一分线转换器双Lightning二合一 白色通话语音直播线控充电【双苹果】
92%,¥119.00,倍思（Baseus）自营旗舰店,倍思 苹果耳机转接头 iPhoneX/XS Max/XR/8/7plus苹果转接线充电听歌通话Lightning转3.5mm转换器吃鸡神器 黑
98%,¥79.00,罗马仕自营旗舰店,罗马仕（ROMOSS）WL1A无线充电宝10000毫安超薄便携移动电源充电器适用小米/苹果iPhoneXsMax/XR/8plus手机【无线充】1万毫安时
98%,¥29.00,毕亚兹(BIAZE)自营旗舰店,毕亚兹 苹果XR手机壳 iPhoneXR保护套 6.1英寸 全包防摔超薄硬壳 男女简约款 质感磨砂系列 JK462-黑色微磨砂壳【轻薄手感】黑色
97%,¥29.00,YOMO自营旗舰店,YOMO 苹果Xs Max手机壳 iphoneXs Max手机壳 保护套 全包防摔壳 抗摔抗黄变 TPU高透防摔软壳-送钢化膜【送钢化膜】升级款全包防摔壳
97%,¥208.00,大商无算数码专营店,Apple苹果耳机原装线控带麦手机耳机7p耳塞入耳式XR耳机有线iPhone11 Pro/8plus 扁头通用 苹果7/8/X/XS MAX原装正品耳机
94%,¥32.00,索弘自营旗舰店,【精选】苹果iPhoneXS max/XR/11/11pro手机膜水凝膜钢化膜全屏覆盖软膜贴膜防摔 苹果11/XR水凝膜【高清前膜】2片装-送神器苹果11/XR水凝膜【高清前膜】2片装-送神器
95%,¥13.90,毕亚兹(BIAZE)自营旗舰店,毕亚兹 苹果数据线iphone11 Pro/XsMax/XR手机快充充电器线USB电源线 锌合金1.2米K8黑 支持苹果7/8Plus/ipad
98%,¥89.00,鑫楚天数码专营店,公牛无线充电器iphone 11 Pro/XS/XR/苹果8华为P30pro/mate20pro快充 7.5W/10W双兼容无线快充
99%,¥15.00,品色手机配件专营店,品胜 苹果4s数据线 iphone4 ipad2 ipad3 touch4手机数据充电器线 0.8米苹果数据线
98%,¥80.00,集合数码专营店,无线蓝牙键盘 安卓苹果ipad iphone平板电脑手机通用颜色随机 9.7英寸
98%,¥35.00,苍泽数码专营店,摩可灵 键盘清洁擦手机屏幕布电脑清理套装清洁布除尘工具清洁刷 iPhone 白色
99%,¥39.00,ESCASE自营旗舰店,ESCASE 苹果x手机壳iPhonexs保护套全包防摔软壳双料抗摔抗黄变德国进口拜耳TPU 高透【真360°防摔】高透款-德国进口
98%,¥19.90,悦可自营旗舰店,悦可 iPhone XsMax手机壳苹果iPhone XsMax透明气囊全包防摔防指纹保护套硅胶超薄软壳【全透明】-6.5英寸气囊防摔TPU软壳-透明
97%,¥59.00,Anskp旗舰店,Anskp 苹果ipad转HDMI高清转接线iPhone手机连接电视同屏投影仪vga视频投屏转换器 中国红 Lightning转hdmi
98%,¥39.90,领臣自营旗舰店,领臣 桌面手机支架 可调节多功能直播床头懒人支架便携 折叠 苹果iphone华为安卓小米通用手机架 灰色
98%,¥29.90,耐尔金自营旗舰店,耐尔金（NILLKIN）苹果iPhone X/XS手机壳 磨砂手机保护壳/保护套/手机套 黑色黑色
99%,¥75.00,公牛电器旗舰店,公牛苹果数据线 USB充电器线 抗折断 适用苹果手机iPhoneX/XS GN-J710
96%,¥18.90,ESCASE自营旗舰店,ESCASE 手机支架 手机指环扣 金属指环扣 华为 iphone11 Pro 三星小米 磁吸车载支架ES-FR08  曜石黑曜石黑【第六代】
98%,¥6.90,悦可自营旗舰店,悦可 苹果8/7/6s/6钢化膜 iPhone8/7/6s/6钢化膜 高清手机玻璃膜高清高透非全屏
95%,¥29.90,悦可自营旗舰店,【2片装】悦可 苹果XsMax/11pro Max钢化膜9D弧边iPhoneXsMax/11pro Max全屏高清覆盖防爆全玻璃手机膜-黑色【2片装】9D新曲面全屏钢化膜
97%,¥21.80,鲜菓篮旗舰店,鲜菓篮 苹果 丑苹果脆甜糖心苹果 5斤装苹果红富士苹果
97%,¥29.90,文果旗舰店,文果 脆甜 烟台栖霞 黄金奶油富士苹果5斤
95%,¥26.80,中国特产·庄河馆,【庄河馆】发顺丰 辽宁鞍山特产南果梨南国梨金南果 香水梨新鲜水果秋梨子非酥梨风水梨苹果 5斤普果30枚家庭装5斤普果30枚家庭装
96%,¥3.60,鸿伟科数码专营店,鸿伟科 手机挂绳金属指环扣/手机壳U盘功能挂绳适用于苹果iPhone/华为/小米/OPPOvivo 新款指环挂绳-黑色新款指环挂绳-黑色
91%,¥29.90,中国特产·西峡馆,【西峡馆】红富士苹果 新鲜应季水果 脆甜苹果 5斤装
98%,¥49.90,水果自营专区,海外直采 新西兰空运特级POSY小花苹果 6粒心形礼盒 单果重约120-150g 情人节水果礼盒
94%,¥119.00,诺希自营旗舰店,诺希  旗舰版MAX  苹果SE电池/高容量 iphoneSE电池 苹果电池/手机内置电池更换 适用于iphone SE旗舰MAX iphoneSE
96%,¥82.90,中德手机配件专营店,【直营】苹果快充套装PD充电器头18W速冲数据线适用iphone11ProMax/8/X/XS/XR 18W快充头+赠送USB-C闪充线-适用苹果设备18W快充头+赠送USB-C闪充线-适用苹果设备
98%,¥49.00,倍思（Baseus）自营旗舰店,倍思 苹果数据线一拖三苹果/安卓/Type-c数据线三合一iphoneXS Max/小米/华为手机快充伸缩充电器线 1.2米 黑【苹果/安卓/Type-C】三合一 黑
